TIPO,OFERTA,VALORES,VALORES_PROMO,RUA/AV,LOGRADOURO,LOCATION,CITY,STATE,AREA,QUARTO,GARAGEM,BANHEIRO,KEY,ALTO_PADRAO,AVALIA_IMOVEL_NO_NEGOCIO,MOBILIADO,PRONTO_PARA_MORAR,DATA_ANUNCIO,DATA_RETIRADA,LAT_STREET,LON_STREET
SALA/CONJUNTO COMERCIAL,COMPRA,360000,360000,RUA,DOUTOR FLORES,CENTRO HISTORICO,PORTO ALEGRE,RS,157.0,0,0,0,333432,0.0,0,0,0,2023-08-05,-,-30.0310212,-51.2247936
SALA/CONJUNTO COMERCIAL,COMPRA,260000,260000,RUA,DOUTOR FLORES,CENTRO HISTORICO,PORTO ALEGRE,RS,85.0,0,0,0,333434,0.0,0,0,0,2023-08-05,-,-30.0310212,-51.2247936
SALA/CONJUNTO COMERCIAL,COMPRA,519000,519000,AVENIDA,PROTASIO ALVES,PETROPOLIS,PORTO ALEGRE,RS,75.0,0,2,0,335297,0.0,0,0,0,2023-08-05,-,-30.0399646,-51.1714215
SALA/CONJUNTO COMERCIAL,COMPRA,160000,160000,RUA,FELIX DA CUNHA,MOINHOS DE VENTO,PORTO ALEGRE,RS,28.0,0,0,0,335307,0.0,0,0,0,2023-08-05,-,-30.0181669,-51.2023045
SALA/CONJUNTO COMERCIAL,COMPRA,1400000,1400000,AVENIDA,CARLOS GOMES,AUXILIADORA,PORTO ALEGRE,RS,92.0,0,2,0,357706,0.0,0,0,0,2023-08-05,-,-30.0373718,-51.1744218
SALA/CONJUNTO COMERCIAL,COMPRA,259000,259000,RUA,VINTE E QUATRO DE OUTUBRO,MOINHOS DE VENTO,PORTO ALEGRE,RS,48.0,0,0,0,359431,0.0,0,0,0,2023-08-05,-,-30.0279761,-51.2058778
SALA/CONJUNTO COMERCIAL,COMPRA,190000,190000,AVENIDA,ERICO VERISSIMO,MENINO DEUS,PORTO ALEGRE,RS,30.0,0,1,0,359664,0.0,0,0,0,2023-08-05,-,-30.0444453,-51.2203463
SALA/CONJUNTO COMERCIAL,COMPRA,190000,190000,AVENIDA,ERICO VERISSIMO,MENINO DEUS,PORTO ALEGRE,RS,37.0,0,0,0,359671,0.0,0,0,0,2023-08-05,-,-30.0444453,-51.2203463
SALA/CONJUNTO COMERCIAL,COMPRA,150000,150000,RUA,FELIPE NERI,AUXILIADORA,PORTO ALEGRE,RS,32.0,0,1,0,357758,0.0,0,0,0,2023-08-05,-,-30.0232971,-51.1952196
SALA/CONJUNTO COMERCIAL,COMPRA,300000,300000,AVENIDA,ASSIS BRASIL,CRISTO REDENTOR,PORTO ALEGRE,RS,36.0,0,1,0,307395,0.0,0,0,0,2023-08-05,-,-29.9799682,-51.1144159
SALA/CONJUNTO COMERCIAL,COMPRA,130000,130000,RUA,VIGARIO JOSE INACIO,CENTRO HISTORICO,PORTO ALEGRE,RS,51.0,0,0,0,307632,0.0,0,0,0,2023-08-05,-,-29.5676459,-50.7909134
SALA/CONJUNTO COMERCIAL,COMPRA,470000,470000,RUA,GOMES JARDIM,SANTANA,PORTO ALEGRE,RS,37.0,0,1,0,306993,0.0,0,0,0,2023-08-05,-,-30.048605,-51.2056502
SALA/CONJUNTO COMERCIAL,COMPRA,299000,299000,RUA,SALDANHA MARINHO,MENINO DEUS,PORTO ALEGRE,RS,28.0,0,1,0,307969,0.0,0,0,0,2023-08-05,-,-29.6907665,-51.1305693
SALA/CONJUNTO COMERCIAL,COMPRA,150000,150000,RUA,VIGARIO JOSE INACIO,CENTRO HISTORICO,PORTO ALEGRE,RS,117.0,0,0,0,308124,0.0,0,0,0,2023-08-05,-,-29.5676459,-50.7909134
SALA/CONJUNTO COMERCIAL,COMPRA,510000,510000,AVENIDA,LUIZ MANOEL GONZAGA,PETROPOLIS,PORTO ALEGRE,RS,61.0,0,1,0,308198,0.0,0,0,0,2023-08-05,-,-30.0332832,-51.176097
SALA/CONJUNTO COMERCIAL,COMPRA,225000,225000,AVENIDA,CACAPAVA,PETROPOLIS,PORTO ALEGRE,RS,82.0,0,0,0,309466,0.0,0,0,0,2023-08-05,-,-30.0424909,-51.1814809
PREDIO,COMPRA,2799000,2799000,AVENIDA,OTTO NIEMEYER,TRISTEZA,PORTO ALEGRE,RS,797.0,0,30,0,309550,0.0,1,0,0,2023-08-05,-,-30.1102017,-51.2549331
PREDIO,COMPRA,1349000,1349000,RUA,SERRO AZUL,SANTA MARIA GORETTI,PORTO ALEGRE,RS,369.0,0,10,0,308400,0.0,0,0,0,2023-08-05,-,-,-
PREDIO,COMPRA,3500000,3500000,RUA,CONDE DE PORTO ALEGRE,FLORESTA,PORTO ALEGRE,RS,901.0,0,3,0,273851,0.0,0,0,0,2023-08-05,-,-30.0146885,-51.2053142
SALA/CONJUNTO COMERCIAL,COMPRA,1440000,1440000,AVENIDA,SENADOR TARSO DUTRA,PETROPOLIS,PORTO ALEGRE,RS,87.0,0,2,0,271314,0.0,0,0,0,2023-08-05,-,-30.0395284,-51.1736994
SALA/CONJUNTO COMERCIAL,COMPRA,399000,399000,AVENIDA,CARLOS GOMES,PETROPOLIS,PORTO ALEGRE,RS,47.0,0,0,0,271451,0.0,0,0,0,2023-08-05,-,-30.0373718,-51.1744218
APARTAMENTO,COMPRA,280000,280000,RUA,DOS ANDRADAS,CENTRO HISTORICO,PORTO ALEGRE,RS,70.0,0,0,1,273414,0.0,0,0,0,2023-08-05,-,-30.0296388,-51.2232103
SALA/CONJUNTO COMERCIAL,COMPRA,270000,270000,AVENIDA,IPIRANGA,CENTRAL PARQUE,PORTO ALEGRE,RS,35.0,0,1,0,272586,0.0,0,0,0,2023-08-05,-,-30.0554878,-51.1692291
SALA/CONJUNTO COMERCIAL,COMPRA,282000,282000,RUA,DOM PEDRO II,HIGIENOPOLIS,PORTO ALEGRE,RS,31.0,0,1,0,272599,0.0,0,0,0,2023-08-05,-,-30.0107225,-51.1890716
SALA/CONJUNTO COMERCIAL,COMPRA,330000,330000,RUA,DOM PEDRO II,HIGIENOPOLIS,PORTO ALEGRE,RS,37.0,0,1,0,272638,0.0,0,0,0,2023-08-05,-,-30.0107225,-51.1890716
SALA/CONJUNTO COMERCIAL,COMPRA,244800,244800,RUA,DOM PEDRO II,HIGIENOPOLIS,PORTO ALEGRE,RS,27.0,0,1,0,272643,0.0,0,0,0,2023-08-05,-,-30.0107225,-51.1890716
SALA/CONJUNTO COMERCIAL,COMPRA,106000,106000,AVENIDA,PLINIO BRASIL MILANO,HIGIENOPOLIS,PORTO ALEGRE,RS,32.0,0,0,0,267738,0.0,0,0,0,2023-08-05,-,-30.0127549,-51.1716265
SALA/CONJUNTO COMERCIAL,COMPRA,440000,440000,RUA,GENERAL LIMA E SILVA,CENTRO HISTORICO,PORTO ALEGRE,RS,46.0,0,1,0,268980,0.0,0,0,0,2023-08-05,-,-30.0402042,-51.2190355
SALA/CONJUNTO COMERCIAL,COMPRA,494000,494000,AVENIDA,INACIO VASCONCELOS,AUXILIADORA,PORTO ALEGRE,RS,34.0,0,1,0,266400,0.0,0,0,0,2023-08-05,-,-30.0220604,-51.1821198
SALA/CONJUNTO COMERCIAL,COMPRA,165500,165500,AVENIDA,PALMEIRA,PETROPOLIS,PORTO ALEGRE,RS,33.0,0,0,0,266559,0.0,0,0,0,2023-08-05,-,-30.0377945,-51.1801652
SALA/CONJUNTO COMERCIAL,COMPRA,430000,430000,RUA,ANITA GARIBALDI,MONT SERRAT,PORTO ALEGRE,RS,33.0,0,1,0,266627,0.0,0,0,0,2023-08-05,-,-30.022182,-51.1738111
SALA/CONJUNTO COMERCIAL,COMPRA,191000,191000,AVENIDA,CRISTOVAO COLOMBO,FLORESTA,PORTO ALEGRE,RS,27.0,0,0,0,264325,0.0,0,0,0,2023-08-05,-,-30.0220731,-51.2085441
SALA/CONJUNTO COMERCIAL,COMPRA,310000,310000,AVENIDA,CRISTOVAO COLOMBO,HIGIENOPOLIS,PORTO ALEGRE,RS,42.0,0,0,0,265693,0.0,0,0,0,2023-08-05,-,-30.0220731,-51.2085441
SALA/CONJUNTO COMERCIAL,COMPRA,890000,890000,AVENIDA,INDEPENDENCIA,INDEPENDENCIA,PORTO ALEGRE,RS,61.0,0,0,2,265315,0.0,0,0,0,2023-08-05,-,-30.0293303,-51.2148669
SALA/CONJUNTO COMERCIAL,COMPRA,432029,432029,RUA,MARCELO GAMA,AUXILIADORA,PORTO ALEGRE,RS,48.0,0,1,0,269025,0.0,0,0,0,2023-08-05,-,-30.0105662,-51.1930366
SALA/CONJUNTO COMERCIAL,COMPRA,110000,110000,RUA,DOS ANDRADAS,CENTRO HISTORICO,PORTO ALEGRE,RS,28.0,0,0,0,269058,0.0,0,0,0,2023-08-05,-,-30.0296388,-51.2232103
SALA/CONJUNTO COMERCIAL,COMPRA,700000,700000,RUA,BARAO DO AMAZONAS,JARDIM BOTANICO,PORTO ALEGRE,RS,206.0,0,0,0,269247,0.0,0,0,0,2023-08-05,-,-29.6849286,-51.150704
SALA/CONJUNTO COMERCIAL,COMPRA,240000,240000,RUA,DOS ANDRADAS,CENTRO HISTORICO,PORTO ALEGRE,RS,46.0,0,0,0,269262,0.0,0,0,0,2023-08-05,-,-30.0296388,-51.2232103
SALA/CONJUNTO COMERCIAL,COMPRA,112000,112000,RUA,DOS ANDRADAS,CENTRO HISTORICO,PORTO ALEGRE,RS,35.0,0,0,0,269446,0.0,0,0,0,2023-08-05,-,-30.0296388,-51.2232103
SALA/CONJUNTO COMERCIAL,COMPRA,939550,939550,RUA,DOS ANDRADAS,CENTRO HISTORICO,PORTO ALEGRE,RS,304.0,0,0,2,284116,0.0,0,0,0,2023-08-05,-,-30.0296388,-51.2232103
SALA/CONJUNTO COMERCIAL,COMPRA,90000,90000,AVENIDA,GETULIO VARGAS,MENINO DEUS,PORTO ALEGRE,RS,18.0,0,0,0,284231,0.0,0,0,0,2023-08-05,-,-29.6526379,-50.5738717
SALA/CONJUNTO COMERCIAL,COMPRA,350000,350000,AVENIDA,ALBERTO BINS,CENTRO HISTORICO,PORTO ALEGRE,RS,202.0,0,0,0,279316,0.0,0,0,0,2023-08-05,-,-30.0278879,-51.2192861
PREDIO,COMPRA,820000,820000,RUA,DONA VEVA,CORONEL APARICIO BORGES,PORTO ALEGRE,RS,800.0,0,6,0,282120,0.0,0,0,0,2023-08-05,-,-30.0754022,-51.188241
SALA/CONJUNTO COMERCIAL,COMPRA,3300000,3300000,RUA,DONA LAURA,RIO BRANCO,PORTO ALEGRE,RS,388.0,0,8,0,283256,0.0,0,0,0,2023-08-05,-,-30.0292454,-51.1953876
SALA/CONJUNTO COMERCIAL,COMPRA,247000,247000,AVENIDA,ICARAI,CRISTAL,PORTO ALEGRE,RS,38.0,0,1,0,283288,0.0,0,0,0,2023-08-05,-,-30.0946738,-51.2445793
SALA/CONJUNTO COMERCIAL,COMPRA,255400,255400,AVENIDA,ITAQUI,PETROPOLIS,PORTO ALEGRE,RS,46.0,0,1,0,285330,0.0,0,0,0,2023-08-05,-,-30.0415553,-51.1883687
SALA/CONJUNTO COMERCIAL,COMPRA,350000,350000,RUA,DOUTOR MARIO TOTTA,TRISTEZA,PORTO ALEGRE,RS,52.0,0,1,0,287613,0.0,0,0,0,2023-08-05,-,-30.1146455,-51.2544506
SALA/CONJUNTO COMERCIAL,COMPRA,159000,159000,RUA,DOS ANDRADAS,CENTRO HISTORICO,PORTO ALEGRE,RS,47.0,0,0,0,287648,0.0,0,0,0,2023-08-05,-,-30.0296388,-51.2232103
PREDIO,COMPRA,2765000,2765000,RUA,PROFESSOR IVO CORSEUIL,PETROPOLIS,PORTO ALEGRE,RS,500.0,0,5,0,286039,0.0,0,0,0,2023-08-05,-,-30.0431602,-51.1789608
SALA/CONJUNTO COMERCIAL,COMPRA,530000,530000,AVENIDA,MARILAND,AUXILIADORA,PORTO ALEGRE,RS,48.0,0,1,0,285803,0.0,0,1,0,2023-08-05,-,-30.0293858,-51.192923
PREDIO,COMPRA,1750000,1750000,PRACA,COMENDADOR SOUZA GOMES,TRISTEZA,PORTO ALEGRE,RS,714.0,0,0,0,291056,0.0,0,0,0,2023-08-05,-,-30.11071625,-51.25519825479641
CASA COMERCIAL,COMPRA,750000,750000,RUA,TAMANDARE,CRISTAL,PORTO ALEGRE,RS,228.0,0,10,0,291169,0.0,0,0,0,2023-08-05,-,-29.691197,-51.1268215
PAVILHAO,COMPRA,6000000,6000000,RUA,TENENTE ARY TARRAGO,JARDIM ITU,PORTO ALEGRE,RS,2000.0,0,4,0,288070,0.0,0,0,0,2023-08-05,-,-30.0315763,-51.1345354
SALA/CONJUNTO COMERCIAL,COMPRA,320000,320000,RUA,COMENDADOR RHEINGANTZ,AUXILIADORA,PORTO ALEGRE,RS,77.0,0,0,0,290783,0.0,0,0,0,2023-08-05,-,-30.0238169,-51.1865
SALA/CONJUNTO COMERCIAL,COMPRA,106000,106000,RUA,VOLUNTARIOS DA PATRIA,CENTRO HISTORICO,PORTO ALEGRE,RS,46.0,0,0,0,290967,0.0,0,0,0,2023-08-05,-,-30.0079532,-51.2092338
APARTAMENTO,COMPRA,160000,160000,RUA,ELEUTERIO ARAUJO,PARTENON,PORTO ALEGRE,RS,29.0,1,0,2,288625,0.0,0,0,0,2023-08-05,-,-30.0644897,-51.1868437
SALA/CONJUNTO COMERCIAL,COMPRA,250000,250000,AVENIDA,IGUASSU,PETROPOLIS,PORTO ALEGRE,RS,34.0,0,0,0,288626,0.0,0,0,0,2023-08-05,-,-30.0417055,-51.180103
SALA/CONJUNTO COMERCIAL,COMPRA,190000,190000,AVENIDA,CRISTOVAO COLOMBO,FLORESTA,PORTO ALEGRE,RS,40.0,0,0,0,288684,0.0,0,0,0,2023-08-05,-,-30.0220731,-51.2085441
SALA/CONJUNTO COMERCIAL,COMPRA,168000,168000,AVENIDA,IGUASSU,PETROPOLIS,PORTO ALEGRE,RS,32.0,0,0,0,288693,0.0,0,0,0,2023-08-05,-,-30.0417055,-51.180103
SALA/CONJUNTO COMERCIAL,COMPRA,38000,38000,RUA,VIGARIO JOSE INACIO,CENTRO HISTORICO,PORTO ALEGRE,RS,22.0,0,0,0,290530,0.0,0,0,0,2023-08-05,-,-29.5676459,-50.7909134
SALA/CONJUNTO COMERCIAL,COMPRA,650000,650000,RUA,SIQUEIRA CAMPOS,CENTRO HISTORICO,PORTO ALEGRE,RS,235.0,0,0,2,296267,0.0,0,0,0,2023-08-05,-,-30.0305543,-51.2369341
SALA/CONJUNTO COMERCIAL,COMPRA,160000,160000,AVENIDA,ERICO VERISSIMO,MENINO DEUS,PORTO ALEGRE,RS,36.0,0,0,0,278349,0.0,0,0,0,2023-08-05,-,-30.0444453,-51.2203463
LOJA,COMPRA,215000,215000,RUA,DEMETRIO RIBEIRO,CENTRO HISTORICO,PORTO ALEGRE,RS,39.0,0,0,0,276581,0.0,0,0,0,2023-08-05,-,-30.0360874,-51.228137
SALA/CONJUNTO COMERCIAL,COMPRA,2200000,2200000,AVENIDA,BORGES DE MEDEIROS,CENTRO HISTORICO,PORTO ALEGRE,RS,527.0,0,4,0,294829,0.0,0,0,0,2023-08-05,-,-29.6611245,-50.5844571
SALA/CONJUNTO COMERCIAL,COMPRA,592000,592000,AVENIDA,BORGES DE MEDEIROS,CENTRO HISTORICO,PORTO ALEGRE,RS,142.0,0,4,0,294835,0.0,0,0,0,2023-08-05,-,-29.6611245,-50.5844571
SALA/CONJUNTO COMERCIAL,COMPRA,592000,592000,AVENIDA,BORGES DE MEDEIROS,CENTRO HISTORICO,PORTO ALEGRE,RS,142.0,0,4,0,294837,0.0,0,0,0,2023-08-05,-,-29.6611245,-50.5844571
SALA/CONJUNTO COMERCIAL,COMPRA,508000,508000,AVENIDA,BORGES DE MEDEIROS,CENTRO HISTORICO,PORTO ALEGRE,RS,122.0,0,4,0,294839,0.0,0,0,0,2023-08-05,-,-29.6611245,-50.5844571
SALA/CONJUNTO COMERCIAL,COMPRA,390000,390000,RUA,GOMES JARDIM,SANTANA,PORTO ALEGRE,RS,30.0,0,1,0,297009,0.0,0,0,0,2023-08-05,-,-30.048605,-51.2056502
SALA/CONJUNTO COMERCIAL,COMPRA,800000,800000,AVENIDA,SENADOR TARSO DUTRA,PETROPOLIS,PORTO ALEGRE,RS,48.0,0,1,0,299354,0.0,0,0,0,2023-08-05,-,-30.0395284,-51.1736994
SALA/CONJUNTO COMERCIAL,COMPRA,800000,800000,AVENIDA,SENADOR TARSO DUTRA,PETROPOLIS,PORTO ALEGRE,RS,48.0,0,1,0,299360,0.0,0,0,0,2023-08-05,-,-30.0395284,-51.1736994
SALA/CONJUNTO COMERCIAL,COMPRA,192000,192000,AVENIDA,PRINCESA ISABEL,SANTANA,PORTO ALEGRE,RS,83.0,0,0,0,300236,0.0,0,0,0,2023-08-05,-,-30.0463876,-51.2049524
SALA/CONJUNTO COMERCIAL,COMPRA,260000,260000,RUA,VINTE E QUATRO DE OUTUBRO,MOINHOS DE VENTO,PORTO ALEGRE,RS,37.0,0,1,0,300564,0.0,0,0,0,2023-08-05,-,-30.0279761,-51.2058778
CASA COMERCIAL,COMPRA,1950000,1950000,RUA,CORONEL CORTE REAL,PETROPOLIS,PORTO ALEGRE,RS,490.0,5,6,0,293958,0.0,0,0,0,2023-08-05,-,-30.0455191,-51.1944001
SALA/CONJUNTO COMERCIAL,COMPRA,1200000,1200000,AVENIDA,INDEPENDENCIA,INDEPENDENCIA,PORTO ALEGRE,RS,200.0,0,0,0,304636,0.0,0,0,0,2023-08-05,-,-30.0293303,-51.2148669
SALA/CONJUNTO COMERCIAL,COMPRA,338000,338000,AVENIDA,GETULIO VARGAS,MENINO DEUS,PORTO ALEGRE,RS,51.0,0,0,0,305376,0.0,0,0,0,2023-08-05,-,-29.6526379,-50.5738717
SALA/CONJUNTO COMERCIAL,COMPRA,465500,465500,AVENIDA,LOUREIRO DA SILVA,CIDADE BAIXA,PORTO ALEGRE,RS,38.0,0,0,0,305703,0.0,0,0,0,2023-08-05,-,-30.0350342,-51.2232904
CASA COMERCIAL,COMPRA,2200000,2200000,RUA,DOUTOR LAURO DE OLIVEIRA,RIO BRANCO,PORTO ALEGRE,RS,300.0,0,2,0,302931,0.0,0,0,0,2023-08-05,-,-30.0362691,-51.1991955
SALA/CONJUNTO COMERCIAL,COMPRA,360000,360000,RUA,FELIPE NERI,AUXILIADORA,PORTO ALEGRE,RS,49.0,0,1,0,301374,0.0,0,0,0,2023-08-05,-,-30.0232971,-51.1952196
SALA/CONJUNTO COMERCIAL,COMPRA,149000,149000,AVENIDA,ERICO VERISSIMO,MENINO DEUS,PORTO ALEGRE,RS,36.0,0,0,0,298211,0.0,0,0,0,2023-08-05,-,-30.0444453,-51.2203463
SALA/CONJUNTO COMERCIAL,COMPRA,460000,460000,RUA,PROFESSOR LANGENDONCK,PETROPOLIS,PORTO ALEGRE,RS,90.0,0,2,0,298315,0.0,0,0,0,2023-08-05,-,-30.0459706,-51.1898821
SALA/CONJUNTO COMERCIAL,COMPRA,61000,61000,RUA,URUGUAI,CENTRO HISTORICO,PORTO ALEGRE,RS,19.0,0,0,0,303445,0.0,0,0,0,2023-08-05,-,-30.0057244,-51.0356834
SALA/CONJUNTO COMERCIAL,COMPRA,230000,230000,AVENIDA,IPIRANGA,JARDIM BOTANICO,PORTO ALEGRE,RS,35.0,0,1,0,302420,0.0,0,0,1,2023-08-05,-,-30.0554878,-51.1692291
APARTAMENTO,COMPRA,530000,530000,RUA,CORONEL APARICIO BORGES,CORONEL APARICIO BORGES,PORTO ALEGRE,RS,53.0,0,1,1,302451,0.0,0,0,0,2023-08-05,-,-30.0763012,-51.2058639
SALA/CONJUNTO COMERCIAL,COMPRA,360000,360000,RUA,LUCIANA DE ABREU,MOINHOS DE VENTO,PORTO ALEGRE,RS,42.0,0,1,0,302545,0.0,0,0,0,2023-08-05,-,-30.0248094,-51.203114
SALA/CONJUNTO COMERCIAL,COMPRA,1200000,1200000,RUA,URUGUAI,CENTRO HISTORICO,PORTO ALEGRE,RS,215.0,0,0,0,263605,0.0,0,0,0,2023-08-05,-,-30.0057244,-51.0356834
SALA/CONJUNTO COMERCIAL,COMPRA,440000,440000,RUA,RAMIRO BARCELOS,FLORESTA,PORTO ALEGRE,RS,41.0,0,2,0,255016,0.0,0,0,0,2023-08-05,-,-30.0287082,-51.2085122
SALA/CONJUNTO COMERCIAL,COMPRA,160000,160000,RUA,MOURA AZEVEDO,SAO GERALDO,PORTO ALEGRE,RS,54.0,0,0,0,255146,0.0,0,0,0,2023-08-05,-,-30.0113408,-51.2042437
SALA/CONJUNTO COMERCIAL,COMPRA,1204000,1204000,RUA,DOS ANDRADAS,CENTRO HISTORICO,PORTO ALEGRE,RS,238.0,0,0,0,261965,0.0,0,0,0,2023-08-05,-,-30.0296388,-51.2232103
SALA/CONJUNTO COMERCIAL,COMPRA,300000,300000,RUA,VICENTE DA FONTOURA,RIO BRANCO,PORTO ALEGRE,RS,63.0,0,1,0,257614,0.0,0,0,0,2023-08-05,-,-30.0363907,-51.1957673
SALA/CONJUNTO COMERCIAL,COMPRA,430000,430000,RUA,FELIPE NERI,AUXILIADORA,PORTO ALEGRE,RS,73.0,0,1,0,262585,0.0,0,0,0,2023-08-05,-,-30.0232971,-51.1952196
SALA/CONJUNTO COMERCIAL,COMPRA,790000,790000,RUA,JARI,PASSO DA AREIA,PORTO ALEGRE,RS,125.0,0,2,0,256832,0.0,0,0,0,2023-08-05,-,-30.0155985,-51.1678307
SALA/CONJUNTO COMERCIAL,COMPRA,499000,499000,RUA,MARIANTE,MOINHOS DE VENTO,PORTO ALEGRE,RS,59.0,0,1,0,257139,0.0,0,0,0,2023-08-05,-,-30.0375651,-51.2039987
SALA/CONJUNTO COMERCIAL,COMPRA,449000,449000,AVENIDA,IPIRANGA,PRAIA DE BELAS,PORTO ALEGRE,RS,40.0,0,1,0,258634,0.0,0,0,0,2023-08-05,-,-30.0554878,-51.1692291
SALA/CONJUNTO COMERCIAL,COMPRA,385000,385000,AVENIDA,DIARIO DE NOTICIAS,CRISTAL,PORTO ALEGRE,RS,40.0,0,1,0,244378,0.0,0,0,0,2023-08-05,-,-30.0875211,-51.2479632
SALA/CONJUNTO COMERCIAL,COMPRA,150000,150000,AVENIDA,BORGES DE MEDEIROS,CENTRO HISTORICO,PORTO ALEGRE,RS,58.0,0,0,0,244824,0.0,0,0,0,2023-08-05,-,-29.6611245,-50.5844571
LOJA,COMPRA,1800000,1800000,RUA,DOUTOR JOAO INACIO,NAVEGANTES,PORTO ALEGRE,RS,328.0,0,0,0,222836,0.0,0,0,0,2023-08-05,-,-29.9912912,-51.0735886
SALA/CONJUNTO COMERCIAL,COMPRA,350000,350000,AVENIDA,PRAIA DE BELAS,PRAIA DE BELAS,PORTO ALEGRE,RS,33.0,0,1,0,221287,0.0,0,0,0,2023-08-05,-,-30.0418804,-51.2279351
SALA/CONJUNTO COMERCIAL,COMPRA,848000,848000,RUA,SCHILLER,RIO BRANCO,PORTO ALEGRE,RS,160.0,0,1,0,223830,0.0,0,0,0,2023-08-05,-,-30.0303669,-51.2016589
SALA/CONJUNTO COMERCIAL,COMPRA,108000,108000,RUA,BARAO DO AMAZONAS,JARDIM BOTANICO,PORTO ALEGRE,RS,26.0,0,0,0,220192,0.0,0,0,0,2023-08-05,-,-29.6849286,-51.150704
SALA/CONJUNTO COMERCIAL,COMPRA,425000,425000,AVENIDA,SENADOR TARSO DUTRA,PETROPOLIS,PORTO ALEGRE,RS,35.0,0,1,0,219634,0.0,0,0,1,2023-08-05,-,-30.0395284,-51.1736994
SALA/CONJUNTO COMERCIAL,COMPRA,450000,450000,RUA,DOS ANDRADAS,CENTRO HISTORICO,PORTO ALEGRE,RS,150.0,0,0,0,219955,0.0,0,0,0,2023-08-05,-,-30.0296388,-51.2232103
SALA/CONJUNTO COMERCIAL,COMPRA,170000,170000,RUA,ALMIRANTE BARROSO,FLORESTA,PORTO ALEGRE,RS,39.0,0,0,0,220126,0.0,0,0,0,2023-08-05,-,-30.0164517,-51.2082986
SALA/CONJUNTO COMERCIAL,COMPRA,318000,318000,AVENIDA,CRISTOVAO COLOMBO,FLORESTA,PORTO ALEGRE,RS,55.0,0,1,0,235364,0.0,0,0,0,2023-08-05,-,-30.0220731,-51.2085441
SALA/CONJUNTO COMERCIAL,COMPRA,1590000,1590000,RUA,CORONEL BORDINI,MOINHOS DE VENTO,PORTO ALEGRE,RS,320.0,0,4,0,244298,0.0,0,1,0,2023-08-05,-,-30.034316,-51.1958583
SALA/CONJUNTO COMERCIAL,COMPRA,1400000,1400000,RUA,GENERAL JOAO MANOEL,CENTRO HISTORICO,PORTO ALEGRE,RS,344.0,0,0,0,235243,0.0,0,0,0,2023-08-05,-,-30.0318584,-51.233169
CASA,COMPRA,1250000,1250000,RUA,PINHEIRO MACHADO,INDEPENDENCIA,PORTO ALEGRE,RS,220.0,3,8,2,237953,0.0,1,0,0,2023-08-05,-,-29.5897012,-51.3737578
PREDIO,COMPRA,3750000,3750000,RUA,CORONEL BORDINI,AUXILIADORA,PORTO ALEGRE,RS,344.0,0,5,0,233759,0.0,0,0,0,2023-08-05,-,-30.034316,-51.1958583
LOJA,COMPRA,3000000,3000000,AVENIDA,ASSIS BRASIL,PASSO DA AREIA,PORTO ALEGRE,RS,189.0,0,0,0,214135,0.0,0,0,0,2023-08-05,-,-29.9799682,-51.1144159
SALA/CONJUNTO COMERCIAL,COMPRA,320000,320000,RUA,RIACHUELO,CENTRO HISTORICO,PORTO ALEGRE,RS,78.0,0,0,0,210824,0.0,0,0,0,2023-08-05,-,-30.0327864,-51.2345941
SALA/CONJUNTO COMERCIAL,COMPRA,370000,370000,AVENIDA,JULIO DE CASTILHOS,CENTRO HISTORICO,PORTO ALEGRE,RS,64.0,0,0,0,212933,0.0,0,0,0,2023-08-05,-,-30.2372192,-50.236148
COBERTURA,COMPRA,460000,460000,RUA,VASCO DA GAMA,RIO BRANCO,PORTO ALEGRE,RS,78.0,2,1,2,211571,0.0,0,0,0,2023-08-05,-,-29.6320263,-51.0018645
SALA/CONJUNTO COMERCIAL,COMPRA,695000,695000,AVENIDA,PRAIA DE BELAS,PRAIA DE BELAS,PORTO ALEGRE,RS,46.0,0,1,2,218614,0.0,0,0,1,2023-08-05,-,-30.0418804,-51.2279351
SALA/CONJUNTO COMERCIAL,COMPRA,85000,85000,RUA,VIGARIO JOSE INACIO,CENTRO HISTORICO,PORTO ALEGRE,RS,24.0,0,0,2,218754,0.0,0,0,0,2023-08-05,-,-29.5676459,-50.7909134
SALA/CONJUNTO COMERCIAL,COMPRA,596000,596000,RUA,JOAO ABBOTT,PETROPOLIS,PORTO ALEGRE,RS,321.0,0,3,0,217349,0.0,0,0,0,2023-08-05,-,-30.0410076,-51.1834698
PREDIO,COMPRA,5000000,5000000,RUA,DOS ANDRADAS,CENTRO HISTORICO,PORTO ALEGRE,RS,3110.0,0,0,0,214932,0.0,0,0,0,2023-08-05,-,-30.0296388,-51.2232103
SALA/CONJUNTO COMERCIAL,COMPRA,350000,350000,AVENIDA,LOUREIRO DA SILVA,CIDADE BAIXA,PORTO ALEGRE,RS,35.0,0,1,0,215703,0.0,0,0,0,2023-08-05,-,-30.0350342,-51.2232904
SALA/CONJUNTO COMERCIAL,COMPRA,450000,450000,RUA,GUTEMBERG,PETROPOLIS,PORTO ALEGRE,RS,41.0,0,1,0,217701,0.0,0,0,0,2023-08-05,-,-30.0402594,-51.1725947
CASA,COMPRA,1590000,1590000,RUA,OTAVIO DUTRA,MENINO DEUS,PORTO ALEGRE,RS,360.0,0,3,2,217802,0.0,1,0,0,2023-08-05,-,-30.0649686,-51.2311813
